No. moves  % accept.        E_tot           E_sr
     1372    48.9022        -7030.155       -7030.155
     1374    48.9015        -7026.140       -7026.140
     1376    48.9034        -7025.790       -7025.790
     1378    48.9038        -7038.147       -7038.147
     1380    48.9043        -7012.915       -7012.915
     1382    48.9056        -7033.229       -7033.229
     1384    48.9076        -7050.510       -7050.510
     1386    48.9094        -7048.692       -7048.692
     1388    48.9116        -7059.373       -7059.373
     1390    48.9146        -7061.464       -7061.464
     1392    48.9150        -7068.094       -7068.094
     1394    48.9165        -7066.242       -7066.242
     1396    48.9168        -7078.986       -7078.986
     1398    48.9186        -7061.248       -7061.248
     1400    48.9190        -7034.955       -7034.955
     1402    48.9199        -7047.238       -7047.238
     1404    48.9213        -7056.594       -7056.594
     1406    48.9235        -7041.215       -7041.215
     1408    48.9244        -7038.337       -7038.337
     1410    48.9255        -7029.426       -7029.426
     1412    48.9273        -7012.075       -7012.075
     1414    48.9285        -6996.557       -6996.557
     1416    48.9297        -7033.692       -7033.692
     1418    48.9318        -7047.445       -7047.445
     1420    48.9320        -7050.032       -7050.032
     1422    48.9339        -7038.075       -7038.075
     1424    48.9361        -7044.731       -7044.731
     1426    48.9375        -7054.976       -7054.976
     1428    48.9381        -7078.461       -7078.461
     1430    48.9388        -7058.327       -7058.327
     1432    48.9411        -7009.401       -7009.401
     1434    48.9429        -7023.621       -7023.621
     1436    48.9429        -7004.176       -7004.176
     1438    48.9437        -6986.908       -6986.908
     1440    48.9448        -6988.181       -6988.181
     1442    48.9451        -7008.675       -7008.675
     1444    48.9451        -7010.353       -7010.353
     1446    48.9453        -7017.271       -7017.271
     1448    48.9481        -6999.733       -6999.733
     1450    48.9494        -6999.064       -6999.064
     1452    48.9496        -6974.839       -6974.839
     1454    48.9509        -6948.943       -6948.943
     1456    48.9527        -6980.995       -6980.995
     1458    48.9544        -6971.014       -6971.014
     1460    48.9539        -6998.457       -6998.457
     1462    48.9550        -6991.008       -6991.008
     1464    48.9571        -7036.030       -7036.030
     1466    48.9579        -7032.612       -7032.612
     1468    48.9599        -6989.362       -6989.362
     1470    48.9622        -7021.093       -7021.093
     1472    48.9641        -7011.330       -7011.330
     1474    48.9631        -7032.388       -7032.388
     1476    48.9638        -7053.765       -7053.765
     1478    48.9643        -7043.983       -7043.983
     1480    48.9674        -7030.066       -7030.066
     1482    48.9693        -7043.503       -7043.503
     1484    48.9705        -7061.252       -7061.252
     1486    48.9711        -7035.826       -7035.826
     1488    48.9729        -7039.982       -7039.982
     1490    48.9744        -7010.346       -7010.346
     1492    48.9754        -7024.960       -7024.960
     1494    48.9765        -7054.344       -7054.344
     1496    48.9773        -7067.307       -7067.307
     1498    48.9790        -7051.260       -7051.260
     1500    48.9796        -7050.136       -7050.136
     1502    48.9788        -7058.982       -7058.982
     1504    48.9786        -7036.817       -7036.817
     1506    48.9794        -6991.279       -6991.279
     1508    48.9806        -6982.548       -6982.548
     1510    48.9818        -7026.297       -7026.297
     1512    48.9829        -7014.430       -7014.430
     1514    48.9841        -6993.264       -6993.264
     1516    48.9857        -6987.123       -6987.123
     1518    48.9868        -7011.464       -7011.464
     1520    48.9874        -7012.274       -7012.274
     1522    48.9887        -7010.412       -7010.412
     1524    48.9896        -7029.671       -7029.671
     1526    48.9904        -7028.098       -7028.098
     1528    48.9906        -7062.043       -7062.043
     1530    48.9912        -7074.158       -7074.158
     1532    48.9914        -7053.948       -7053.948
     1534    48.9927        -7024.534       -7024.534
     1536    48.9944        -6996.902       -6996.902
     1538    48.9946        -6991.092       -6991.092
     1540    48.9953        -6981.976       -6981.976
     1542    48.9966        -6989.739       -6989.739
     1544    48.9980        -6998.700       -6998.700
     1546    49.0004        -6982.884       -6982.884
     1548    49.0023        -6990.053       -6990.053
     1550    49.0042        -6998.671       -6998.671
     1552    49.0047        -7015.407       -7015.407
     1554    49.0041        -7035.146       -7035.146
     1556    49.0046        -7052.070       -7052.070
     1558    49.0064        -7050.037       -7050.037
     1560    49.0066        -7039.127       -7039.127
     1562    49.0074        -7056.643       -7056.643
     1564    49.0080        -7079.785       -7079.785
     1566    49.0094        -7042.271       -7042.271
     1568    49.0104        -7018.804       -7018.804
     1570    49.0120        -7048.979       -7048.979
     1572    49.0132        -7049.746       -7049.746
     1574    49.0150        -7039.294       -7039.294
     1576    49.0161        -7023.660       -7023.660
     1578    49.0157        -7033.081       -7033.081
     1580    49.0175        -7043.129       -7043.129
     1582    49.0173        -7015.896       -7015.896
     1584    49.0187        -7002.959       -7002.959
     1586    49.0202        -7040.454       -7040.454
     1588    49.0213        -7045.577       -7045.577
     1590    49.0224        -7042.264       -7042.264
     1592    49.0229        -7051.417       -7051.417
     1594    49.0241        -7000.234       -7000.234
     1596    49.0255        -7039.597       -7039.597
     1598    49.0255        -7055.671       -7055.671
     1600    49.0267        -7060.422       -7060.422
     1602    49.0282        -7032.850       -7032.850
     1604    49.0288        -7031.640       -7031.640
     1606    49.0292        -7026.358       -7026.358
     1608    49.0302        -7037.248       -7037.248
     1610    49.0315        -7032.502       -7032.502
     1612    49.0325        -7035.643       -7035.643
     1614    49.0343        -7037.470       -7037.470
     1616    49.0360        -7041.238       -7041.238
     1618    49.0371        -7052.536       -7052.536
     1620    49.0394        -7028.616       -7028.616
     1622    49.0403        -7041.577       -7041.577
     1624    49.0419        -7051.649       -7051.649
     1626    49.0425        -7062.467       -7062.467
     1628    49.0441        -7069.327       -7069.327
     1630    49.0452        -7075.343       -7075.343
     1632    49.0462        -7015.713       -7015.713
     1634    49.0474        -7001.832       -7001.832
     1636    49.0477        -7019.145       -7019.145
     1638    49.0489        -7013.939       -7013.939
     1640    49.0499        -7036.619       -7036.619
     1642    49.0503        -7021.389       -7021.389
     1644    49.0506        -7031.862       -7031.862
     1646    49.0513        -7025.453       -7025.453
     1648    49.0513        -7010.828       -7010.828
     1650    49.0529        -7019.660       -7019.660
     1652    49.0540        -7040.104       -7040.104
     1654    49.0545        -7030.548       -7030.548
     1656    49.0553        -7068.801       -7068.801
     1658    49.0564        -7035.638       -7035.638
     1660    49.0566        -7004.125       -7004.125
     1662    49.0586        -6988.499       -6988.499
     1664    49.0604        -7017.176       -7017.176
     1666    49.0618        -6993.994       -6993.994
     1668    49.0639        -7006.797       -7006.797
     1670    49.0639        -7028.270       -7028.270
     1672    49.0643        -7033.247       -7033.247
     1674    49.0654        -6998.569       -6998.569
     1676    49.0656        -7010.470       -7010.470
     1678    49.0653        -6980.836       -6980.836
     1680    49.0667        -6996.058       -6996.058
     1682    49.0665        -6987.040       -6987.040
     1684    49.0667        -6981.327       -6981.327
